Project Name,Description,Id,Ref,Source,"Publishers (Name, Reference)",Currency,Commitment,Disbursment,"Donor (Name, reference, type)",Contract Signature Date,Final Date for Implementation,Recipients,Sectors,Contract Status,"Aid Types (Name, code)",Finance Type Code,Finance Type,Activity Flow Code,Activity Flow Type,Collaboration Type Code,Collaboration Type,"Transactions (Code, Type, Amount, Start date, End date, Implementing Partner ID, Implementing Partner name)","Markers (Id, name, type)"
Education Civique et Soutien aux Initiatives de Paix au Niger - Niger ESPOIR,R1:  dialogue entre les communautés chrétiennes et musulmanes est favorisé en vue de la prévention des conflits inter religieux (PCIR)R2: La compréhension entre les associations et leaders religieux  est favorisée en vue de la PCIRR3: Les systèmes communautaires de prévention et règlement des conflits sont reliés aux communes et dynamisés ( communautés frontalières du Nigeria)R4: Les capacités de la  Direction des Affaires Religieuses à accomplir sa mission sont renforcées,null,EC-FPI-2015/367-853,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1149974.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-11-19,2017-05-18,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,849974.0,2015-Dec-11,,230015575,EC;D,Disbursement,300000.0,2015-Nov-26,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Media for Improved Reporting on Environment and Natural Resources in Central Asia,OO: To enhance regional stabilisation efforts by ensuring citizens and policy-makers access to conflict-sensitive information and communication about national and regional natural resource management ,null,EC-FPI-2015/364-875,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1138832.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-01-09,2017-07-08,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1138832.0,2016-Jan-22,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Renforcer le rôle de la société civile dans la processus de transition et de sortie de crise en République centrafricaine (RCA),"Appui à l'implication de la société civile centrafricaine dans la sensibilisation électorale, l'éducation aux valeurs de paix et la cohésion sociale et renforcement des capacités de la société civile a observé les élections de manière professionnelle, impartiale et crédible",null,EC-FPI-2015/362-647,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1135286.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-06-26,2016-12-25,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1135286.0,2015-Jul-08,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
DP 2 - Projet d'Appui Paix et Stabilité,null,null,EC-FPI-2015/359-715,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1133779.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-05-09,2016-08-30,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1030441.0,2015-May-07,,;D,Disbursement,103338.0,2016-Feb-22,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;1,Promote gender equality and empower women,MDG;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG"
Proyecto de apoyo a la reconciliación para fortalecer el sistema democratico en Honduras,"Acciones de apoyo a la Comisión de la Verdad y Reconciciliación, a la creación de una plataforma de dialogo politico, al fortalecemiento del sistema de protección y promoción de los DDH, y la participación de los medios en el proceso de reconciliació",null,EC-FPI-2010/247-408,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1128505.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2010-09-01,2012-03-01,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,19915.0,2013-Mar-04,,230015575,EC;D,Disbursement,754361.0,2010-Nov-05,,230015575,EC;D,Disbursement,354229.0,2012-Mar-01,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Building African Union Capacities in Security Sector Reform (SSR): A joint United Nations-EU support action,"to build African Union capacities in the key peacebuilding area of SSR through a partnership between the African Union, the United Nations Department of Peacekeeping Operations and the European Union with the aim of better positioning the AU to support national authorities with effective SSR implementation to advance social justice and sustainable peace",null,EC-FPI-2012/303-444,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1122332.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-12-20,2015-06-19,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,489918.0,2014-Apr-22,,;D,Disbursement,155220.0,2015-Oct-02,,;D,Disbursement,477194.0,2013-Feb-21,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
''South Sudan Cross-Border Conflict Prevention and Peacebuilding'',"By the end of the project, processes at the international, national, state and local levels facilitate confidence and security in the border areas between Sudan and South Sudan areas enabling the effective and peaceful management of cross-border conB",null,EC-FPI-2011/276-306,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1113091.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2011-09-01,2013-02-28,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,101905.0,2014-Apr-25,,230015575,EC;D,Disbursement,423693.0,2012-Jul-17,,230015575,EC;D,Disbursement,587493.0,2011-Dec-22,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
"OSCE - Survey on  the Well-being and Security of Women in South East Europe, Eastern Europe, Turkey and the South Caucasus","To create an evidence-base on different forms of violence against women (VAW) by conducting a survey similar to the one conducted in the EU Countries by FRA (FRA 2014). This will be used in the long term for improved policymaking by national actors, such as security sector, executive and legislature and social services as well as international stakeholders working on related programming and policy-making.",null,EC-FPI-2015/364-156,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1108719.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-08-08,2018-08-07,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1108719.0,2015-Sep-02,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Ensuring Electoral Integrity in the Electoral Process through Independent Election Observation and Remedial Action,The overall objective of the project is to contribute towards a free and fair Parliamentary election by increasing citizens understanding of democratic rights and civic responsibilities and advocate for stronger measures to ensure electoral integrity through short and long term election observation and remedial action.,null,EC-FPI-2015/362-698,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1080000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-07-04,2017-01-03,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1080000.0,2015-Jul-22,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
''Building and Consolidating National Capacities for Conflict Prevention'',"This action seeks to build and consolidate national capacities and initiatives for conflict prevention in conflict affected, fragile countries or countries undergoing transition, including through improved EU-UN cooperation.",null,EC-FPI-2015/358-830,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1079759.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-05-29,2018-05-28,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1079759.0,2015-Jun-10,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Phase 2 - Appui aux cellules de poursuite,"Projet d'appui à la justice militaire en RDC à travers le renfocement des CAP.Depuis 2013, le programme CAP est soutenu par un projet financé par lUE et mis en uvre conjointement par le PNUD et la MONUSCO. Lobjectif du projet est de renforcer les capacités et l'efficacité du SJM en vue de lui permettre de lutter contre l'impunité des crimes graves en traduisant en justice les auteurs. Cet appui se fait en développant les capacités opérationnelles des CAP et renforant davantage les capacités",null,EC-FPI-2015/356-183,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1030748.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-01,2017-01-31,,Government and Civil Society,2,"""Contributions to Specific-Purpose Programmes and Funds Managed by International Organisations ,B03,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1030748.0,2015-Oct-13,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Gender-sensitive Transitional Justice,"This action aims to increase the effectiveness of TJ processes to contribute to a more just and stable society by increasing the extent to which these processes prioritize victims (men, women, boys and girls on their respective needs) and take into account the different needs of conflict affected population.",null,EC-FPI-2014/355-412,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1006363.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",,,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1006363.0,2014-Dec-29,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
CR - Facilitating a peacebuilding approach to insecurity generated by the Ebola crisis in the Mano River Union (MRU) border regions,"This project intends to contribute to the prevention and mitigation of tensions and violence triggered or exacerbated by the current Ebola crisis, and official responses to it, and to facilitate social cohesion during and after the Ebola epidemic by working with local organisations and communities in the Mano River Union (MRU) countries of Liberia, Sierra Leone, Guinea and Cote dIvoire.",null,EC-FPI-2015/355-874,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,995931.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-03-02,2016-09-01,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,995931.0,2015-Mar-11,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
projet REVE - REvalorisation du Vivre Ensemble,"Lobjectif spécifique de laction est de créer les conditions favorables pour une amélioration de lenvironnement institutionnel et réglementaire et du climat social dans 4 régions du Niger (Diffa, Maradi, Niamey, Zinder).",null,EC-FPI-2014/335-897,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,990004.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-01-01,2015-08-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,406080.0,2014-May-13,,230015575,EC;D,Disbursement,583924.0,2015-May-13,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
The Republic of Sierra Leone Consitutional Review Programme,"To support an inclusive, transparent, participatory and peaceful constitutional review process through i) the reinforcement of the SL Constitutional Review Committee, civil society, MPs, democratic institutions and political parties, ii) civic education and public consultations, iii) the implementation of communication and messaging strategy.",null,EC-FPI-2014/351-120,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,990000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-12-01,2016-03-31,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,787500.0,2015-Feb-03,,;D,Disbursement,202500.0,2016-Feb-05,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
"Promoting dialogue for conflict prevention related to environment, water nexus issues in Central Asia: Central Asia Water-Nexus Cooperation (CAWECOOP)","OO: To stimulate transboundary trust and high-level, trans-national political involvement in the CA water nexus. The project will focus on supporting EU political-level talks on issues related to the water-energy nexus with representatives of the countries of Central Asia, promoting dialogue for conflict prevention related to water and energy issues in the region.",null,EC-FPI-2015/365-051,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,979296.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-12-03,2017-06-02,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,150000.0,2015-Dec-07,,230015575,EC;D,Disbursement,829296.0,2016-Feb-29,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"Supporting Mindanao peace process through enhancing capacity of peace structures, Early Warning Early Response (EWER) mechanisms and local conflict prevention actors",Enhance protection of civilians and violence reduction via strengthening of conflict prevention mechanisms and actors in Central and Western Mindanao,null,EC-FPI-2013/331-729,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,976500.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-02-01,2015-07-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,269774.0,2015-May-29,,230015575,EC;D,Disbursement,706726.0,2014-Feb-04,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"Supporting the Mindanao Peace and Transition Processes through enhancing capacity of peace structures, Early Warning Early Response (EWER) mechanisms and local conflict prevention actors",This action has two specific objectives:1.Fulfil the mandate of the Civilian Protection Component (CPC) of the International Monitoring Team (IMT).2.Consolidate and strengthen local conflict prevention and response mechanisms including community-based Early Warning Early Response (EWER).,null,EC-FPI-2015/365-621,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,971069.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-08-01,2017-01-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,971069.0,2015-Sep-16,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
 Appui à la consolidation de la paix et à la stabilité dans la zone Nord de la région de Tillabéry,"Objectif global: Contribuer à la stabilité et à la paix dans la région nord de  Tillabéry (Niger)Objectif spécifique: Améliorer le cadre de vie des communautés et renforcer les capacités des divers acteurs de la région nord Tillabéry à  prévenir et à gérer les conflits de faon pacifique et inclusive, avec un focus particulier sur le renforcement des capacités et lautonomisation des jeunes, des femmes",null,EC-FPI-2014/353-618,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,966017.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-12-15,2016-06-14,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,966017.0,2015-Jul-09,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Support to MoD organization and administration capacity with a view to enable civilian oversight of the defence sector in Central African Republic,"Provide support to the Ministry of Defence - increasing its capacity and management of human resources, financial resources, internal and external communication including IT and logisics in view to increase the ability of the Ministry of Defence to increase its ability to control the armed forces through civilian oversight.",null,EC-FPI-2015/362-248,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,958756.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-06-16,2016-12-15,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,958756.0,2015-Jun-27,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Mine Action Support to the Peace Process,The Specific objectives of the programme are:1.The risk to local communities from Unexploded Ordnance (UXO) and abandoned ammunition is reduced.2.Initial support to the Independent Decommissioning Body (IDB) is provided.,null,EC-FPI-2015/365-622,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,932883.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-09-01,2017-02-28,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,932883.0,2015-Sep-16,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"CIVI.POL Conseil - Appui régional ciblé d'analyse, de programmation et d'opérationnalisation de lutte contre la radicalisation dans les pays du Sahel/Maghreb","Offrir aux organismes décideurs à tous les niveaux (gouvernements, autorités locales et bailleurs de fonds  y inclus les Délégations de l'Union européenne) dans les pays du Maghreb et du Sahel, ainsi qu'au Nigéria, au Cameroun et en République Centrafricaine-RCA), un ''outil'' combinant à la fois l'expertise académique/scientifique (internationale et locale) et les connaissances concrètes de praticiens et d'organisations de terrain qui travaillent déjà sur la lutte contre la radicalisation.",null,EC-FPI-2014/352-071,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,917284.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-01-19,2016-07-18,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,295000.0,2014-Dec-24,,230015575,EC;E,Expenditure,265649.0,2016-Feb-02,,230015575,EC;E,Expenditure,356635.0,2016-Mar-17,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Providing Local Infrastructure and Empowerment for Cross Border Peace and Cooperation (CBPC) within Pastoralist and Sedentary Communities,"The overall objective of the intervention is to contribute to an enabling environment for community stabilisation and peaceful coexistence amongst pastoralist and sedentary communities in the Sudan-South Sudan border area, and particularly in East and South Darfur.",null,EC-FPI-2015/353-251,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,900359.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-11,2017-02-10,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,900359.0,2015-Feb-17,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Strengthening the Analytical Capability of the Commission for International Justice and Accountability Contributing to International Security,null,null,EC-FPI-2015/356-072,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,900000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-01,2016-07-31,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,300000.0,2015-Nov-03,,230015575,EC;D,Disbursement,300000.0,2016-Apr-13,,230015575,EC;D,Disbursement,300000.0,2015-May-06,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Promoting transparency of minerals supply chains in conflict-affected and high-risk areas building on the OECD Initiative on Due Diligence for Responsible Mineral Trade,"The objective of this action is to promote responsible sourcing andtrading of minerals through dissemination, adoption and use of theOECD Due Diligence Guidance, thereby contributing to efforts ofpeace-building and stabilization of mineral-rich fragile areas.More specifically, this action aims to contribute to the OECD work onthe implementation of the Guidance, building inter alia, on the processthat has been undertaken in the Great Lakes region.",null,EC-FPI-2013/333-509,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,900000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-01-01,2015-12-31,,Mineral Resources and Mining,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,600881.0,2014-Jan-22,,;D,Disbursement,299119.0,2015-Dec-15,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;14,Trade development,DAC marker;6,Climate change mitigation,Rio Marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Technical assistance to the Ministry of Interior to support the Government of Jordan's effort to prevent violent extremism,"The aim of this exceptional assistance measure is to develop an actionable understanding of drivers, methods, and trends of radicalisation and recruitment in Jordan through quantitative and qualitative field research, support the GoJs efforts to counter violent extremism by strengthening national capacity to address society-wide radicalisation trends and disengage, rehabilitate, and reintegrate radicalised persons, including returning fighters",null,EC-FPI-2015/371-864,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,899982.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-01-15,2017-07-14,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,899982.0,2016-Jan-27,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
''Demain est un autre jour'': Promuvoir le rejet de la violence Armée au niveau Commentaire,Lobjectif global de laction est de réduire les tensions et les violences en favorisant le rejet de la détention et de lusage des armes par la population. Le projet a trois objectifs spécifiques :Obj 1.Renforcer les attitudes favorables au rejet et à la non-utilisation des armes au sein des communautés;Obj 2. Renforcer les capacités des Comités de Paix et de Médiation (CPM) pour jouer leur rôle de médiateurs communautaires ;Obj 3.Créer un environnement de confiance et déchanges mut,null,EC-FPI-2014/354-893,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,881154.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-12-19,2016-06-18,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,881154.0,2015-Feb-20,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
